number,sex,proffesion,age,release
1,0,4,25,1995
1,0,7,50,1983
1,0,2,35,1976
1,1,7,45,1979
1,0,20,50,1985
1,0,17,35,1992
1,0,5,25,1984
1,0,10,56,1977
1,0,7,25,1989
1,0,1,25,1986
1,0,0,25,1989
1,0,0,25,1994
1,0,11,50,1997
1,0,16,50,1982
1,0,15,25,0
1,0,17,25,1975
1,0,11,35,1986
1,0,0,25,0
1,0,0,25,1984
1,0,0,45,1995
1,1,4,18,2000
1,0,17,18,1986
1,1,5,25,0
1,1,9,18,1953
1,0,20,35,1985
1,0,7,50,1955
1,0,1,50,0
1,0,4,18,1997
1,0,0,50,1945
1,0,1,35,1984
1,0,0,50,1994
1,0,7,25,1984
1,0,4,25,1990
1,0,3,50,1990
1,0,7,45,1991
1,0,0,35,1994
1,1,8,56,0
1,1,17,25,1997
1,0,4,35,1993
1,0,14,18,1999
1,1,6,56,1996
1,0,4,35,1997
1,0,0,50,1986
1,0,17,35,1993
1,0,12,18,1995
1,0,13,56,1954
1,1,25,1938
1,1,4,18,1992
1,1,6,45,1972
1,0,1,45,1992
1,0,4,25,1994
1,0,0,25,1996
1,0,7,25,1999
1,0,0,18,1999
1,1,4,18,1944
1,0,19,1,1989
1,0,5,25,1987
1,1,17,25,1977
1,0,5,50,1988
1,0,12,56,1997
1,0,0,35,2000
1,0,10,1,1952
1,0,17,25,1934
1,0,4,25,1984
1,0,7,56,1969
1,0,2,18,1993
1,1,3,25,1997
1,1,14,25,1993
1,0,4,18,1998
1,1,10,1,2000
1,0,4,18,1984
1,0,17,25,1978
1,0,16,25,1969
1,0,2,25,1986
1,0,16,35,1986
1,0,3,25,1982
1,0,3,45,1988
1,0,4,18,0
1,0,14,35,1996
1,0,0,25,2000
1,0,3,25,1984
1,0,4,18,1996
1,0,2,25,1987
1,0,4,35,1999
1,0,4,18,0
1,0,16,18,1995
1,0,0,25,1997
1,1,4,18,1996
1,1,14,25,1999
1,1,6,25,1995
1,0,10,1,1998
1,0,0,18,1994
1,0,16,25,1994
1,0,4,25,0
1,1,25,1989
1,0,5,35,1967
1,0,2,25,1970
1,0,12,25,1953
1,1,16,35,1993
1,0,1,45,1999
1,1,5,35,1983
1,0,7,45,1999
1,0,14,25,1990
1,1,5,25,1986
1,0,15,35,1990
1,0,7,25,1990
1,0,19,25,1995
1,0,4,18,1996
1,0,0,18,1998
1,1,17,45,1998
1,0,17,35,0
1,1,25,1989
1,0,12,35,1980
1,0,20,25,1993
1,0,4,18,1992
1,0,19,25,1986
1,0,1,25,1998
1,1,14,25,1997
1,0,17,18,2000
1,1,7,18,0
1,1,11,45,1950
1,0,1,35,1997
1,0,1,35,1994
1,1,2,25,1985
1,0,4,25,2000
1,1,12,25,1992
1,0,14,25,1997
1,1,4,35,2000
1,1,16,18,1997
1,1,18,1990
1,0,5,25,1995
1,0,17,35,1951
1,0,20,35,2000
1,0,2,25,1989
1,1,2,18,1990
1,0,2,35,1995
1,1,12,56,1972
1,0,15,25,1981
1,0,7,45,0
1,0,17,35,1985
1,0,0,50,1997
1,0,20,18,1996
1,0,0,35,1985
1,0,0,56,1999
1,1,12,35,1957
1,0,0,25,1999
1,0,20,25,1998
1,0,4,18,1992
1,0,0,25,1989
1,0,15,25,1985
1,0,17,35,1984
1,0,20,35,1993
1,0,12,25,1997
1,0,0,25,1994
1,0,2,25,1999
1,0,7,25,1983
1,0,12,18,1998
1,0,16,45,1939
1,0,17,50,1999
1,0,13,56,1938
1,0,14,25,1997
1,0,1,25,1984
1,0,0,35,1997
1,0,7,25,1957
1,0,0,25,1996
1,0,1,25,1985
1,1,3,50,1963
1,0,3,45,1983
1,0,7,35,1993
1,0,12,25,1997
1,0,2,25,1987
1,0,0,35,1962
1,0,17,25,0
1,0,6,25,1987
1,1,1,50,1991
1,0,16,18,1994
1,0,1,25,1986
1,0,4,25,1994
1,1,10,1
1,0,1,35,1999
1,0,4,18,0
1,0,7,25,1998
1,1,4,25,1996
1,0,17,25,1999
1,0,20,25,1983
1,0,2,25,0
1,0,20,25,1971
1,0,15,25,1986
1,1,7,25,1981
1,1,17,35,0
1,1,12,25,1989
1,0,0,18,1999
1,0,0,35,1999
1,0,14,25,1962
1,0,1,25,1984
1,0,4,25,1994
1,0,17,25,1979
1,0,0,35,2000
1,1,45,1973
1,0,0,18,1998
1,0,1,25,1996
1,0,0,45,1981
1,0,17,35,1997
1,1,4,18,1993
1,0,1,18,1974
1,0,7,25,1994
1,0,16,18,1974
1,0,7,25,1967
1,1,4,18,1999
1,0,0,50,1981
1,0,13,50,1973
1,0,13,50,1982
1,1,3,25,2000
1,0,13,50,1971
1,0,5,25,1990
1,1,16,25,1981
1,1,4,25,1996
1,0,3,25,0
1,0,16,50,0
1,0,20,25,1975
1,1,16,25,1998
1,1,3,25,1998
1,0,4,18,1997
1,0,7,45,1984
1,0,7,35,0
1,0,2,25,1980
1,0,0,25,2000
1,0,4,18,1999
1,1,14,18,1978
1,0,7,35,1987
1,0,4,18,1998
1,1,25,1950
1,0,4,25,1978
1,1,4,25,1993
1,0,12,25,1965
1,0,20,35,1941
1,1,25,1995
1,0,7,50,1981
1,1,4,18,1982
1,0,20,45,1980
1,1,4,18,1993
1,0,18,35,1999
1,0,16,25,1998
1,0,14,56,1973
1,1,4,35,1996
1,0,4,18,1994
1,0,7,35,1997
1,0,1,18,1995
1,0,1,25,1997
1,0,16,25,1967
1,0,13,35,1998
1,1,50,1995
1,0,14,25,1988
1,1,10,1,1998
1,0,14,35,1996
1,1,2,56,1992
1,0,14,45,1940
1,0,0,18,1997
1,0,4,25,1986
1,0,16,25,1989
1,1,13,50,1969
1,0,10,1,1992
1,0,7,35,1998
1,0,15,18,1990
1,1,35,1982
1,0,1,25,1991
1,0,2,25,1988
1,1,4,25,1998
1,0,4,18,1962
1,0,0,25,1978
1,0,17,25,1999
1,0,1,25,1942
1,0,12,25,1952
1,0,6,25,1982
1,0,0,35,1994
1,1,20,35,1998
1,0,17,45,1982
1,1,4,25,1995
1,0,7,25,0
1,0,4,25,1989
1,0,1,45,1981
1,0,4,18,1986
1,0,4,18,1992
1,0,1,35,1995
1,1,6,35,1993
1,0,12,25,1960
1,1,2,45,1989
1,0,17,25,0
1,0,4,18,0
1,0,7,35,1994
1,1,14,25,1992
1,0,2,25,1990
1,1,6,25,1998
1,0,6,25,1998
1,0,14,35,1979
1,0,0,25,1993
1,0,2,35,1998
1,0,2,45,1997
1,1,14,25,1995
1,1,25,1987
1,0,5,25,1998
1,0,10,1,1998
1,0,1,35,1970
1,0,7,45,1995
1,1,7,35,1995
1,0,4,18,1995
1,1,4,18,1995
1,0,4,25,2000
1,1,17,35,1992
1,0,1,25,1987
1,1,2,25,1996
1,0,15,56,1994
1,0,12,35,1997
1,1,16,35,1976
1,1,35,1999
1,0,12,35,1959
1,0,1,50,1994
1,0,16,18,0
1,0,4,25,1994
1,0,0,25,1993
1,0,0,25,1999
1,0,4,18,1988
1,0,14,18,1999
1,0,1,56,1972
1,0,2,35,1999
1,0,4,25,1958
1,1,4,18,1994
1,1,17,35,1989
1,0,14,35,1992
1,1,10,1,1984
1,0,1,25,1993
1,1,10,1,1978
1,0,20,45,1995
1,0,0,25,1993
1,0,14,25,1993
1,0,10,1,1979
1,1,4,25,2000
1,1,1,25,1995
1,0,6,25,1975
1,0,12,45,1988
1,0,0,18,1991
1,0,4,25,1991
1,0,1,35,1998
1,0,9,35,1963
1,0,17,45,1995
1,0,20,45,1976
1,1,15,18,1989
1,0,17,25,1939
1,0,17,18,1998
1,0,1,45,1988
1,1,9,45,0
1,0,7,35,1969
1,0,4,18,2000
1,0,16,50,2000
1,0,4,25,1991
1,0,4,25,1997
1,0,0,25,1996
1,0,20,25,1975
1,0,20,25,1998
1,0,1,25,1999
1,0,0,25,1999
1,1,14,18,1991
1,1,7,25,1999
1,0,12,35,1985
1,0,7,25,1938
1,0,0,25,1994
1,1,4,25,1980
1,0,2,25,1972
1,1,6,35,1995
1,0,1,45,1954
1,0,7,25,1987
1,0,7,35,1995
1,0,0,25,1978
1,0,0,50,1954
1,0,0,18,1993
1,0,20,25,1992
1,0,7,25,1982
1,0,19,25,1983
1,0,17,18,1997
1,0,7,25,1953
1,0,4,25,0
1,1,50,1969
1,0,16,45,1982
1,0,4,18,1999
1,0,1,25,1993
1,0,0,25,1988
1,0,4,18,0
1,0,0,25,1999
1,0,12,56,1992
1,0,16,45,1998
1,0,7,35,1999
1,0,1,45,1987
1,1,1,25,0
1,0,16,50,1994
1,0,0,25,1987
1,0,5,45,1999
1,0,17,35,1999
1,0,7,50,1971
1,1,1,45,1966
1,1,25,1968
1,0,0,25,1976
1,0,4,18,0
1,0,15,25,1999
1,0,4,25,1948
1,1,19,25,1993
1,0,6,25,1984
1,0,16,50,1977
1,0,1,50,1999
1,1,14,25,1952
1,1,9,45,1993
1,1,9,35,1940
1,0,13,50,1959
1,0,0,25,1996
1,0,0,50,1998
1,1,11,25,1958
1,1,4,18,1996
1,1,25,1996
1,0,20,25,1989
1,0,7,25,1998
1,0,4,18,1995
1,0,2,45,0
1,0,20,25,2000
1,1,7,45,1999
1,1,1,25,1940
1,0,17,35,2000
1,0,1,25,1999
1,0,1,45,1942
1,0,17,25,1995
1,1,4,25,1990
1,1,18,1982
1,0,14,25,1999
1,1,4,25,1993
1,1,1,45,1987
1,1,1,25,1998
1,0,15,25,1992
1,0,0,25,0
1,1,7,50,1999
1,0,4,25,1993
1,0,0,25,1988
1,1,4,18,1997
1,0,17,25,1994
1,1,7,50,1995
1,0,7,25,2000
1,0,0,50,1972
1,0,17,25,0
1,0,1,25,1993
1,1,10,1,1961
1,0,17,25,1982
1,1,14,18,1995
1,0,0,18,1995
1,0,2,25,1985
1,0,20,56,1959
1,1,9,35,1988
1,0,10,1,1968
1,0,7,35,1962
1,0,1,35,1973
1,0,17,25,2000
1,0,1,25,1995
1,0,17,45,1995
1,0,4,18,1992
1,0,6,18,1959
1,1,7,25,1988
1,0,4,18,1999
1,1,10,1,1997
1,1,4,25,1989
1,0,5,25,1997
1,0,11,45,1961
1,0,12,25,1981
1,0,0,50,1994
1,0,20,18,1985
1,0,0,35,1996
1,0,0,35,1996
1,0,7,25,0
1,0,1,25,2000
1,0,16,45,1997
1,1,25,1999
1,0,2,45,1988
1,1,13,56,1979
1,1,25,1960
1,1,20,35,1999
1,0,7,25,1988
1,1,4,18,1991
1,0,0,25,1981
1,0,1,56,1996
1,0,17,25,2000
1,0,7,35,1996
1,0,4,18,1990
1,0,4,18,1958
1,0,4,18,1993
1,0,2,35,1999
1,0,17,45,1931
1,1,10,1,1961
1,0,17,35,1988
1,1,16,45,1993
1,0,0,45,2000
1,0,12,18,1994
1,0,0,25,2000
1,0,0,25,1987
1,0,12,25,1995
1,0,4,18,1997
1,0,6,25,2000
1,0,6,35,1982
1,0,14,25,1992
1,0,17,35,1996
1,0,0,25,1993
1,1,3,45,2000
1,0,4,18,1997
1,0,4,18,1993
1,0,1,45,1993
1,0,12,45,1996
1,0,17,35,1996
1,0,12,25,1995
1,0,2,25,1999
1,0,17,25,1998
1,1,4,18,1993
1,0,2,18,1997
1,0,11,45,1992
1,0,4,18,1998
1,0,7,50,1990
1,0,14,50,1995
1,0,4,25,0
1,1,1,18,1998
1,0,18,56,1969
1,0,1,50,1995
1,0,20,25,1990
1,1,1,18,0
1,1,25,1996
1,0,2,18,1968
1,1,4,25,1996
1,0,7,45,1965
1,1,25,1967
1,1,1,18,1998
1,1,20,18,1994
1,0,7,35,1987
1,0,1,35,1992
1,1,25,1995
1,0,5,25,1997
1,0,0,18,1998
1,0,18,18,1984
1,0,12,45,1997
1,0,1,35,0
1,0,7,35,1995
1,0,17,25,1999
1,0,4,18,1983
1,1,2,25,1994
1,0,5,50,1999
1,0,0,18,1999
1,0,0,25,1981
1,0,17,45,1968
1,0,4,1,1999
1,1,20,50,1979
1,0,15,25,0
1,0,6,50,1996
1,0,4,18,1995
1,0,12,18,1994
1,0,7,35,1999
1,0,17,25,1988
1,1,6,50,1934
1,0,16,25,1992
1,0,4,18,1984
1,0,7,45,1957
1,0,13,50,1996
1,1,9,25,1996
1,1,20,25,1978
1,0,7,35,1982
1,0,5,25,1999
1,0,0,45,1961
1,0,18,45,1983
1,0,5,25,0
1,1,1,25,1986
1,0,16,35,1990
1,0,9,35,1989
1,0,7,25,1984
1,0,7,45,1981
1,0,15,50,1998
1,0,7,35,0
1,0,14,25,1993
1,1,35,0
1,0,2,18,1990
1,0,20,18,1999
1,1,15,35,2000
1,1,4,18,1993
1,0,10,1,1998
1,0,1,35,1965
1,0,10,1,1994
1,0,0,50,1991
1,0,3,45,1996
1,0,1,25,0
1,0,14,35,1939
1,0,2,50,1998
1,0,15,25,1999
1,0,0,18,1998
1,0,4,25,1973
1,0,14,25,1993
1,0,14,25,1995
1,0,7,45,2000
1,1,14,25,1996
1,0,7,50,1974
1,1,1,25,1997
1,0,17,45,0
1,0,0,25,1998
1,1,14,18,1996
1,1,10,1,1999
1,0,20,18,1939
1,0,4,25,1993
1,0,5,45,1992
1,0,10,1,1996
1,1,25,1997
1,1,2,25,1991
1,0,18,25,1987
1,0,4,18,1986
1,0,11,25,1994
1,0,2,25,1999
1,0,0,25,2000
1,1,3,35,1945
1,1,20,25,1964
1,0,17,50,1996
1,0,20,35,1993
1,0,7,50,1994
1,0,1,35,1981
1,0,4,18,1992
1,0,1,35,1999
1,1,25,1999
1,0,12,45,1983
1,0,17,56,1958
1,0,16,25,1969
1,0,5,35,1998
1,0,4,25,1993
1,0,13,56,1958
1,0,0,18,1989
1,1,9,50,1994
1,0,4,25,1988
1,0,1,25,1995
1,0,19,18,1996
1,0,0,18,1993
1,0,1,56,1961
1,0,4,25,1996
1,0,0,45,1946
1,0,7,45,1975
1,1,25,0
1,1,17,25,1940
1,1,12,50,1985
1,0,7,25,1998
1,1,14,25,2000
1,0,2,35,1978
1,1,4,18,1996
1,0,6,18,1993
1,0,4,18,1975
1,0,7,25,1998
1,0,12,35,1976
1,0,0,25,1942
1,0,1,25,1999
1,0,18,45,1933
1,0,20,50,1960
1,0,7,25,1984
1,1,7,25,1993
1,0,13,56,1980
1,0,4,25,1995
1,0,7,25,1992
1,1,13,56,1973
1,0,18,35,1984
1,0,20,25,2000
1,0,4,35,1962
1,0,0,25,1968
1,0,0,25,1996
1,0,7,35,1999
1,0,7,35,1988
1,1,5,25,1999
1,0,7,50,1997
1,1,3,25,1992
1,0,10,1,1995
1,0,16,35,1998
1,0,4,18,1996
1,1,25,1957
1,0,2,25,1996
1,0,1,25,0
1,0,2,25,1995
1,0,4,25,1999
1,0,15,35,1989
1,0,7,56,1999
1,1,1,1,1994
1,1,1,25,1997
1,0,0,25,1994
1,0,14,25,1984
1,0,4,18,1991
1,0,20,25,2000
1,0,1,50,1945
1,0,14,18,0
1,0,0,25,1990
1,0,12,35,1987
1,0,4,18,1998
1,0,8,25,0
1,0,10,1,1993
1,1,12,45,1999
1,0,4,18,1998
1,0,4,18,1995
1,0,20,25,1997
1,0,17,25,0
1,0,4,18,1984
1,0,0,25,1998
1,1,14,35,1994
1,0,12,50,1932
1,0,4,18,1998
1,0,8,56,1984
1,0,20,50,0
1,0,20,45,0
1,0,12,25,1991
1,0,0,18,1996
1,1,35,0
1,0,1,25,1937
1,1,3,35,1954
1,0,16,25,1996
1,0,1,35,1980
1,1,6,25,1986
1,1,1,18,1996
1,1,20,25,1950
1,0,2,35,1986
1,0,16,18,1992
1,0,12,25,1993
1,0,0,45,1998
1,0,17,35,1995
1,0,1,50,1977
1,0,17,25,1993
1,0,14,50,1992
1,0,16,56,1985
1,0,2,35,1993
1,0,5,25,1992
1,0,16,25,1987
1,0,4,18,1995
1,0,17,25,0
1,0,7,50,1986
1,0,19,25,0
1,1,9,45,1998
1,0,6,50,1939
1,1,4,18,1995
1,0,16,45,2000
1,0,7,35,1987
1,0,4,25,1988
1,0,4,18,1996
1,1,17,35,1982
1,0,1,56,0
1,0,14,25,1999
1,0,4,25,1990
1,0,4,18,1995
1,0,4,18,1984
1,0,17,25,1973
1,1,6,56,1998
1,0,12,25,1977
1,1,4,25,1980
1,1,4,18,1997
1,0,7,35,2000
1,1,4,18,1998
1,0,1,56,1989
1,0,20,35,1983
1,0,0,35,2000
1,0,0,35,1998
1,0,17,25,1974
1,0,12,35,1997
1,0,0,25,1976
1,1,1,56,1995
1,1,4,25,1999
1,0,0,25,1963
1,0,4,18,1994
1,0,14,25,1999
1,0,17,25,1994
1,0,4,18,1986
1,0,0,45,1999
1,1,7,25,1984
1,0,16,35,1980
1,0,0,25,1963
1,1,1,25,1990
1,0,4,18,1986
1,0,0,25,1999
1,0,6,35,1996
1,1,1,35,1956
1,0,16,25,1999
1,0,2,25,1990
1,0,4,25,1995
1,0,3,25,1989
1,0,14,35,1930
1,0,4,25,1997
1,0,16,35,2000
1,0,3,45,1997
1,1,20,18,1998
1,0,7,35,1996
1,0,14,25,1937
1,0,17,35,1954
1,1,20,35,1994
1,1,9,25,1978
1,0,4,18,0
1,0,4,18,1993
1,1,14,25,1992
1,0,12,25,1993
1,1,19,18,1964
1,0,0,25,1990
1,0,20,25,1931
1,1,4,50,1987
1,1,35,1998
1,0,1,35,1992
1,0,12,56,1966
1,0,2,25,1974
1,1,4,18,1998
1,0,4,18,1974
1,0,7,25,1986
1,1,3,25,1999
1,1,4,18,1998
1,0,0,45,1991
1,1,1,18,1994
1,0,16,35,1967
1,1,18,2000
1,0,0,25,1974
1,0,17,25,1997
1,0,7,45,1996
1,0,4,25,1991
1,0,17,18,1981
1,0,0,35,1984
1,0,11,18,1986
1,0,7,35,1982
1,0,17,35,0
1,0,2,45,1988
1,1,1,25,1993
1,0,0,25,1993
1,0,15,25,1998
1,0,4,18,0
1,0,4,18,1974
1,1,45,1999
1,0,0,50,1978
1,0,0,18,1989
1,1,8,50,1998
1,0,7,25,1981
1,1,35,1984
1,0,17,18,1984
1,0,2,25,1990
1,0,11,25,1985
1,0,7,25,0
1,0,1,25,0
1,0,1,50,1942
1,0,0,25,1995
1,0,0,50,1940
1,0,6,25,1986
1,0,1,35,1973
1,0,3,18,1982
1,0,4,18,1995
1,0,4,18,0
1,0,4,18,1993
1,0,20,25,1970
1,0,6,45,0
1,0,6,35,1990
1,1,25,1997
1,0,1,45,0
1,0,16,35,1997
1,0,5,25,1999
1,0,2,25,1986
1,0,17,25,1999
1,0,4,18,1996
1,0,3,35,1961
1,0,16,35,1991
1,0,7,25,1997
1,0,14,25,1996
1,0,4,18,1996
1,0,2,25,0
1,0,17,56,1955
1,1,19,25,1998
1,0,17,25,1986
1,0,4,18,1999
1,1,4,18,1999
1,1,2,25,1986
1,0,7,35,1993
1,0,0,25,1992
1,0,1,25,0
1,0,5,18,1998
1,0,16,35,1989
1,1,5,25,1999
1,0,0,25,0
1,0,7,35,1996
1,0,7,35,1986
1,1,4,18,1994
1,0,2,25,1985
1,0,0,25,1996
1,0,1,25,1981
1,0,0,35,1995
1,0,11,35,2000
1,0,1,18,2000
1,0,1,50,1987
1,0,4,18,1988
1,0,12,35,2000
1,1,50,1995
1,0,4,18,1984
1,0,17,25,1976
1,1,14,25,1999
1,0,17,25,1992
1,0,15,35,1972
1,0,12,35,1987
1,0,7,25,1975
1,0,12,25,1986
1,0,14,25,1988
1,1,15,25,1994
1,0,12,25,1982
1,1,16,45,1975
1,0,5,35,1985
1,0,2,25,1975
1,0,12,25,1987
1,0,6,35,0
1,0,11,25,1997
1,0,4,18,1995
1,1,1,35,1983
1,0,4,18,1989
1,0,7,25,1974
1,0,17,25,1996
1,0,11,25,1995
1,0,1,25,1983
1,1,4,18,1971
1,1,6,45,0
1,0,4,25,1993
1,0,20,25,1979
1,1,10,1,1993
1,0,4,25,1996
1,0,7,50,0
1,0,2,50,2000
1,0,2,25,1999
1,0,15,56,1995
1,0,0,25,1998
1,0,4,18,1990
1,0,0,56,1988
1,1,2,35,1995
1,0,4,25,1999
1,0,3,45,1972
1,1,4,25,1992
1,0,3,35,1986
1,0,4,18,2000
1,0,16,18,1986
1,1,1,25,1982
1,0,0,25,1991
1,1,2,18,1996
1,0,17,25,1993
1,0,7,35,1989
1,0,0,35,1969
1,1,17,18,2000
1,0,0,25,1975
1,0,6,35,1993
1,0,12,18,1998
1,0,5,25,1989
1,0,4,18,1999
1,0,7,35,1999
1,1,19,35,1948
1,0,7,25,1998
1,0,3,25,1990
1,0,14,35,1988
1,0,4,18,1997
1,0,17,25,1995
1,0,0,18,1999
1,0,14,18,1951
1,0,7,25,1989
1,0,4,25,1953
1,0,12,25,1999
1,0,17,18,1999
1,0,13,56,1985
1,0,14,45,1991
1,0,1,45,1986
1,0,15,25,1990
1,0,12,25,1987
1,1,1,25,0
1,0,17,18,1922
1,0,5,18,0
1,0,1,25,1986
1,0,20,25,2000
1,0,3,35,1953
1,1,4,18,1997
1,1,4,25,1996
1,0,0,18,1996
1,0,4,18,1983
1,0,16,35,1991
1,1,16,18,1993
1,0,1,25,1989
1,0,4,25,1985
1,0,7,45,1982
1,1,2,56,1952
1,0,4,18,1997
1,1,10,1,1999
1,0,0,35,1959
1,0,1,25,1993
1,0,20,45,1998
1,0,11,56,1962
1,0,12,18,1995
1,1,20,35,1977
1,0,12,25,1999
1,1,7,50,1951
1,0,5,18,1999
1,0,17,25,1994
1,1,25,1973
1,0,2,25,0
1,0,17,25,1994
1,0,0,25,1976
1,0,6,18,1987
1,0,20,35,1999
1,1,25,1990
1,1,7,35,1986
1,1,18,1998
1,1,14,25,1986
1,1,3,18,1996
1,0,7,25,1999
1,0,20,25,1965
1,0,12,50,1961
1,0,17,35,1987
1,0,1,35,1988
1,0,18,25,1954
1,0,7,25,1980
1,0,4,18,1995
1,0,7,35,1988
1,0,0,25,0
1,0,7,35,1982
1,0,4,18,1994
1,0,16,50,1977
1,0,7,50,1984
1,1,7,25,1996
1,0,12,25,1984
1,1,9,35,1990
1,0,13,56,1993
1,0,15,50,1959
1,0,7,25,0
1,1,2,45,1994
1,0,4,18,0
1,0,2,18,1985
1,1,56,1999
1,0,12,25,1999
1,0,16,25,0
1,1,10,1,1989
1,1,12,56,1979
1,1,25,1995
1,0,0,25,1984
1,0,5,35,1961
1,0,7,45,1946
1,1,9,56,1953
1,0,14,25,1981
1,0,12,18,1998
1,0,4,18,1998
1,0,0,50,1992
1,0,0,25,1997
1,0,20,25,1986
1,1,17,25,1987
1,0,15,50,1988
1,0,10,1,1979
1,1,20,25,1946
1,1,9,25,1999
1,0,4,18,0
1,0,12,45,1999
1,0,11,56,1994
1,0,14,25,1987
1,0,17,25,1985
1,0,6,25,1985
1,0,12,18,1999
1,0,0,35,1985
1,0,7,45,1986
1,0,15,25,1969
1,0,12,45,0
1,0,0,45,2000
1,0,14,25,1999
1,0,1,35,1954
1,0,4,18,1992
1,1,6,25,1986
1,1,1,1964
1,0,20,35,1982
1,1,9,25,1993
1,0,12,25,2000
1,0,18,45,1981
1,0,12,18,1993
1,0,1,25,1995
1,0,17,35,1999
1,0,5,18,1980
1,0,17,25,1972
1,0,14,25,1972
1,0,11,35,1977
1,1,20,25,1999
1,1,16,25,2000
1,0,4,18,1999
1,0,1,35,1989
1,1,4,18,1998
1,0,2,18,0
1,0,17,45,1989
1,0,0,50,1973
1,0,0,25,1998
1,0,12,1,1985
1,0,14,25,1997
1,0,0,18,1999
1,0,12,25,1992
1,0,4,25,1996
1,0,14,18,1997
1,0,4,35,1980
1,0,16,25,1979
1,0,5,35,1952
1,0,5,25,1997
1,1,7,25,1981
1,1,35,2000
1,0,17,25,1988
1,0,15,25,1993
1,0,12,25,1985
1,0,7,25,1973
1,0,7,25,1978
1,0,1,45,1978
1,1,3,25,1997
1,1,9,25,1994
1,0,5,35,1975
1,0,12,25,1998
1,0,13,56,1980
1,1,2,25,1993
1,1,50,1957
1,1,12,35,1998
1,0,12,25,1998
1,1,1,50,1995
1,0,7,35,1987
1,0,2,35,1967
1,0,0,18,1996
1,1,16,56,1988
1,0,12,25,1969
1,0,1,18,1972
1,0,20,18,1993
1,1,14,25,1997
1,0,4,18,1999
1,0,17,25,1996
1,0,0,18,1990
1,0,12,35,0
1,1,3,25,1991
1,0,4,18,1993
1,0,15,25,1990
1,0,12,25,1997
1,0,15,45,1982
1,0,6,18,1994
1,0,6,45,1989
1,1,1,45,1986
1,1,11,25,1987
1,1,12,35,1965
1,0,1,35,1998
1,0,12,25,1999
1,0,7,25,1982
1,0,7,45,1996
1,0,6,25,1978
1,0,1,50,1994
1,1,4,25,1999
1,1,7,25,0
1,1,4,18,1998
1,0,18,45,1993
1,1,5,50,1971
1,0,17,35,1969
1,0,1,25,1999
1,1,3,50,1999
1,0,17,25,1991
1,1,20,18,1995
1,0,4,18,0
1,0,15,35,1976
1,0,7,45,1980
1,0,17,45,1978
1,1,17,45,1984
1,0,17,56,1996
1,0,16,56,1987
1,1,10,1,1993
1,0,0,25,1988
1,0,0,25,1996
1,0,14,50,0
1,0,4,18,1966
1,0,19,18,1985
1,1,7,45,1995
1,0,20,35,1978
1,1,10,1
1,0,17,35,1985
1,0,5,25,1999
1,0,4,25,1963
1,0,5,25,1979
1,1,3,50,1974
1,0,7,35,1997
1,0,2,25,0
1,0,20,25,1993
1,0,7,25,1992
1,0,14,1,1997
1,0,6,25,1995
1,0,4,18,1993
1,0,0,25,2000
1,0,7,25,1990
1,1,25,1982
1,0,18,25,1982
1,1,10,1,1992
1,0,14,18,1999
1,0,0,56,1970
1,0,7,35,0
1,0,20,56,1999
1,1,16,25,1981
1,1,4,18,1996
1,0,0,25,1980
1,0,20,35,1976
1,0,3,50,1988
1,1,1,50,1998
1,1,6,35,1988
1,0,0,18,1994
1,0,12,35,1941
1,1,7,25,1995
1,0,4,25,1992
1,0,0,25,1995
1,0,4,18,2000
1,0,12,25,1998
1,0,7,25,1992
1,0,11,25,1963
1,0,4,25,1985
1,0,7,50,1939
1,1,6,45,1994
1,0,10,1,1989
1,0,0,56,1972
1,0,0,35,1944
1,1,4,25,1956
1,1,1,35,1946
1,0,1,50,1958
1,0,4,25,1993
1,0,0,35,1985
1,0,15,25,1994
1,0,14,35,1978
1,0,13,35,1950
1,0,16,35,1993
1,1,1,45,1986
1,0,0,35,0
1,0,12,35,1996
1,0,2,25,1994
1,0,1,50,1982
1,0,20,25,1994
1,0,12,25,1997
1,0,17,25,1985
1,1,10,1,1993
1,1,1,56,1994
1,1,7,25,1981
1,0,11,25,1998
1,0,18,45,0
1,0,2,35,1975
1,0,6,18,1997
1,1,9,25,1999
1,0,0,18,1957
1,0,20,25,2000
1,0,12,45,1956
1,0,3,56,1954
1,0,16,35,1935
1,0,12,25,1993
1,0,17,18,1988
1,1,45,1995
1,0,17,45,1992
1,0,15,25,1989
1,1,7,56,1966
1,0,2,25,1989
1,0,7,25,1995
1,0,2,25,1997
1,0,4,18,1962
1,0,6,50,1996
1,0,14,35,1998
1,0,16,35,1992
1,0,4,18,1983
1,1,1,56,1994
1,0,1,25,1988
1,1,1,25,1955
1,0,16,25,1933
1,0,6,35,1978
1,1,4,18,1996
1,0,4,18,1999
1,0,4,18,1995
1,0,17,25,1998
1,0,6,50,1993
1,1,16,45,1986
1,0,17,45,1976
1,0,10,1,1999
1,0,0,25,1988
1,1,14,25,1988
1,0,7,50,1990
1,0,0,35,1975
1,0,7,35,1974
1,0,6,35,1997
1,1,2,35,1979
1,0,2,50,0
1,0,4,25,0
1,1,2,50,1998
1,0,1,25,1986
1,0,0,25,1979
1,0,0,25,1985
1,0,4,18,1989
1,0,20,25,1974
1,1,20,18,1979
1,0,12,25,1998
1,0,1,56,1997
1,0,2,25,1976
1,1,1,25,1975
1,1,6,45,1998
1,1,16,35,1983
1,0,4,25,1999
1,0,1,45,1992
